text,class
All I ever want is for someone to love me as deeply and devotedly as Charlie Kelly loves the waitress.,0
mall with my fellow ginzos to do some christmas shopping @Vinnyliarda @Dimi_Artale @Billythathird #fuckdimmy #vinnysnotmadon #billgetsbuns,0
"RT @Sqaud9Rell: she's a hoe, she's ugly, she's a bitch, she's this, she's that .. but you dated her? please, take a seat.",1
sheryl crow being the bae,0
Tom Brady is the biggest pussy in the NFL by far,1
My bad dawg. That's yo hoe &#128564;,1
"""I'll slit your throat-neck"" http://t.co/ChFFSDeDdd",0
RT @NickSwardson: If Yoda had a pussy. That's what I look like in the morning.,1
@ChaleCarlo5 fuck outta here and go put some more trash ass ink on your faggot ass self pussy,1
"Eh bitch!? How about you worry about your own psychotic ass. Looks like you need to ""be saved"" from being a noisy bitch &#9996;&#65039;&#128139; #cantStandUcunt",1
The Saints are pure trash lol smh,0
RT @VH1PNUT TWITTER WHATS THIS MEAN ? RT @Ay_W_ I come alive in the night time + Sleep all day hoe all night.,1
RT @NoHoesNextDoor: If you claim Macklemore is your favorite rapper I'm also assuming you watch the WNBA on your free time faggot,1
@Midnight_Snacka now fuck that stfu shit how a bout u stop being a little bitch and get it round cuz u avoiding question u fucking scarry,1
These hoes be busting nuts when they get a RT,1
Af RT @AyeMr_Foreman: @viaNAWF @KingHorseDick nah these hoes stupid,1
"It's October babe, you don't have to be a hoe anymore.",1
Hanging with daney and ari today !!! &#128556;&#128556;&#128556;&#128556; my bitches !,1
RT @Bigboybeezy: &#8220;@IgnoreAllLaws: Pick one http://t.co/TBWonqMnJV&#8221; the girl behind the bar who ain't being a hoe,1
some rich pussy with some bullshit rich problem. (idea for an independent film),1
"RT @YungTweetGod: AWE HELL NAH ""@SideHoeNextDoor: me and @yungblasiann are bad bitches, come fuck with us"" http://t.co/6mInU5kdeI",1
===&gt; RT @kylegotjokes: All good pussy comes with a price tag,1
"We just chasing O's round here. We ain't chasing hoes round here 
&#128176;&#128181;. &#127939;&#128168; &#128581;",1
"&#8220;@MarieLeVisual: if your wardrobe consist of mostly leggings, you's a hoe&#8221; guilty",1
RT @downswinging: brendon urie must make other boys feel like trash,0
The same bitches you chicks posing wit in pics for Instagram likes be the same bitches texting your boyfriends when he ain't textin you back,1
I'm a stretch that pussy out,1
"Bow down bitches, bow down bitchess",1
RT @Mabelistocute: You suppose to keep your hoes from finding out about each other,1
Bruh I'm ready to get this four wheeler that bitch is fast asf,1
RT @CuhCuhCuh: if a bitch let me hit ill leave her CRIPpled cuh,1
"Rise up, gonna get higher and higher! Its all hips and nips, otherwise I ain't eating!",1
RT @JDYDFF: know the bitch before you call yourself lovin it niggas prolly been fuckin it,1
RT @MahoganyLOX: vintage mickey &#127800; http://t.co/03otPzXCbI,0
RT @pumpkinheaddd: &#128530; why these hoes acting like they not getting fucked &amp; sucking dick &#128080; but I ain't saying nothing &#128520;,1
@Joey_D26 you're such a pussy,1
@cakedjake We're laying rock around our lake. You're welcome to join a redneck workout. #muscles &#128170;&#128513;,0
"RT @Lysettemariee: Jamal is a fool &#128514;&#128514;&#128514; first he called me a leprechaun, then he said my heart cant be blue or purple. It gotta be yellow or&#8230;",0
Be trippin when I call you hoe but bitch you know I talk like Dat! -- @1future voice,1
I like Chinese buffets but I hate all the chinks,1
"RT @DragonflyJonez: ""You men are trash if your homeboy is cheating and you dont tell his wife/girl and break up their family."" LOLNO",0
Austin is a funny niggah,1
RT @Leslieeeixta: Bdubs is packed with beaners &#128557;&#128514;,1
"&#8220;@MaRAtheeMODEL: Hoe fax = type yo bitch number in google to see if it pops up on back pagE

thank @HeartOfAHustlah&#8221; &#128514;&#128557;&#128514;&#128557;",1
Bruh... @theofficialeg10 soo trash....,0
RT @Brucewayneakia: This is what the niggers dont like http://t.co/0lRdpIZEd0,1
What I look like ho? I look like YES and you look like NO! @NICKIMINAJ,1
"""If you're a bad bitch put your hands up high"" 
Every girl in the room starts waving there hands around.",1
"RT @ella__fraser: When you clam up, my survival instinct is to kick the door shut",0
RT @MANIAC3X: Lmaooo The Cleveland G00n sent DRose to hell last night in his own home and this faggot @NotoriousBM95 disappeared,1
Where is @StephyRae7 ... I miss that bitch.,1
RT @finlife54: @Vontey_isa_boss &#127797; bitch lol,1
I be joked out at half the broads on here that brag about how good they pussy/head game is...,1
pussy so good got me running through the hood,1
Black people like @ChiefKeef disgust me laughing at someone who died dumb monkey ass niggas like you need to be locked up just for stupidity,1
@ArcticFox2016 everybody mocks Obama .Hes an embarrassment to the USA.,0
@kassidypeek pussy shit ^,1
@RyeOrDie because them niggas that told you bitch made &amp; they not real niggas or any kind of real,1
Like some nigga lie to bitches &amp; wonder why they go crazy ... That ain't me,1
&#8220;@thatsoVICTORZZZ: @Blaxxxican for the light weights&#8221; *pussies,1
"trust me, just set the alpha to 0. it's just as good (maybe better) than setting the visibility to false. now: fly on silver bird!",0
I wish @joederosacomedy didnt block me long ago for calling him a pussy so I could call him a pussy again and get blocked a second time.,1
I be ready to tell a bitch shut da fuck up lol,1
Happy birthday to my bitch. @PaaullyM I had to tow is botch ass car... Love you cuz,1
@thereal_4 yeah lil nigga I was homecoming king and still been getting bad bitches as u see &#9996;&#65039;,1
I have no respect for people who cheat that shits just retarded,1
iggy wanna be black so bad. ur a white widow hoe,1
You selfish bitch... I bet you love running.. I sure do.,1
"Back in America, and I've become a basic bitch again.",1
Niggas swear they don't trust these hoes but be fucking raw &#128528;&#128514;smh,1
@jesstoth we could get matching burner phones and be ghetto fab for a few months,0
Bought these bitches breakfast and now getting kissed on my cheeks non stop...lol. Check out is literally in 5 mins tho,1
@Rvm3o bitch.,1
My nigga mister meaner just hope back on the bitch,1
"RT @LeMarquand: Jihadi-In-Chief Hussein Urges restraint in Fighting Islamic Butchers&#8252;&#65039;Apparently, we SHOULD be nice to ISIS...we might hurt&#8230;",0
RT @_BeautifulKeezy: &#8220;@100046729: &#8220;@_BeautifulKeezy: let me sit this ass on you !&#8221;@Leelucas_&#8221;bitch you and Chris better Gtf &#128080;,1
Even the young kardashians are hoes lol,1
RT @marsrader: The incredible scales of celestial bodies. http://t.co/NZV80jRmiG,0
Kicking bitches out the house like Pam,1
"@Misplaced_Momma 
She be what we say in da hood white trash",1
"RT @UberFacts: Mila Kunis has heterochromia iridum which gives her two different colored eyes. One eye is green, the other is brown.",0
RT @stayclassay: Paybacks a bitch it really is!,1
I'm the crazy bitch that will call you 10 times in one hour,1
&#8220;@DavetheBrave1: I wish you were here...&#8221; Stop crying bitch I'm omw back already haha,1
@peteyhoti that funky monkey,0
"&#128149;&#128149;&#128149; pussy ride dick like she a Jamaican / \ / &#128167;\ 
. */. &#127796; |. &#165;~ ! &#127796;. | &gt; \ 
&#128043; $. / &#127806;\ ; &#128043; ) &amp;&#128043;*",1
These hoes pickin and choosin.. that's why these niggas stickin and movin,1
"Fuck all that huggin and kisses, I fuck all they bitches",1
@Alan_Casillas niggah lol i had 6 beers before i went to the bar then had 4 beers at the bar then got a 12pck on the way home lool,1
"""@X_XPDOTJDOT: Damn near gotta protect my tweets.. stalkers being annoying"" you got that dope dick. Drive these bitches loco",1
"&#8220;@xoxo_hayleyy: ""@savageater: i think if my girlfriend were to get locked up shed be the first one raped.#pussy""really bitch&#9995;&#128530;&#8221;really swerve",1
@justinbieber nice wigger stache,1
@gvvenivere learn how to type ya hillbilly,1
I'm a sucker for colored eyes &#128532;&#128532;,0
&#8220;@daijahshardaee: &#128514;&#128514; @100046729 bitches so late &#128564;&#128129;&#8221; ion exposed &#128514;&#128564;,1
if u don't buy the box of colored goldfish you r a racist tbh,0
@lord_jonesss none of my business ? Nigga if you get that I'm living with you lol and I'm stealing one of them bitches and 100k &#128056;&#9749;&#65039;,1
Dat bitch a Thot,1
Indiana lost to Bowling Green. Big Ten continues to be trash.,0
@felicity182 i think u need a massage or a pussy in your mouth to make u feel less stressed out don't u think?,1
RT @ThatBoyACE71: Vonte not tweeting like a bitch finally,1
Yeaaa bitch I be with dog like shaggy yea we stay clean but we get dirty like Harry,1
&#8220;@JukeJuke_9: Lance Stevenson gone leave Indiana&#8221; he trash anyway,0
"""@Addicted2Guys: -SimplyAddictedToGuys http://t.co/1jL4hi8ZMF"" woof woof hot scally lad",0
RT @RihannaHasAids: bitch built like squid ward after he ate all the Krabby Patties RT @AcaciaMakayla: @DJZeeti DONT RETIRE &#128553; I love you. h&#8230;,1
pussy ass bitches,1
My teacher called my mom cus I was eating in class ... -.- fucking bitch,1
@Diishaidiamond lmao yesterday ? Them hoes was cute af lol,1
The way I see it.... you bitches are fake by affiliation ..!,1
I grew to hate blonde and primary colored weaves but that wouldn't stop me from requesting some good mouthwork.,0
When this test is over today I'm making a pan of brownies. I'm going to lay in bed all day &amp; eat them until my heart is content. &#128524;,0
@FrankieJGrande omg gtfo white faggot,1
Jameis tweet RT @MrCOOK_ Fuck her right in the pussy,1
Jada Fire has never dropped me for talking to imaginary hoes,1
&#8220;@Officialzyon777: When the pussy stank http://t.co/D6iRWMInqo&#8221;,1
RT @JayJroc: If you thought Mansion Elan was crazy with Migos wait til Boosie &amp; Yo Gotti shut that bitch down tonight http://t.co/1iC1H0Ib8U,1
"Good day, honkies. ...I said GOOD DAY! ...honkies.",0
"@BillPeriman @offgridsurvival what the holy fucking hell is going on at the EPA, those over-zealous cunts, I can't wait for 2016",1
this bitch think he care about her talents,1
Don't touch me bitch I'm famous.,1
"&#8220;@keyna__: &#8220;@cosmeticJUNKiee: ""need to get laid &#128514;&#128514;&#128514;&#128514; 
sike im celibate""

bitches be like &#128070;&#128070;&#128070;&#128070;&#128070;&#128070;&#128070;&#8221;&#128064;&#8221;&#128064;",1
RT @ShamarGotHoes: These hoes... Smh http://t.co/PRr9JkrBSp,1
Just posted a photo @ Yankee Stadium http://t.co/yFLU32Xh,0
"But if you knew , bitch you'll do better &#128074;",1
This nigga on the train treating his bitch over the phone lmao,1
Bitches with trash pussy always want unprotected sex,1
@EaglesandHeat @Bpfillherup @SoleUniv nigga you done bumped yo head. Li nings fire but Kobe 9 Elite golds are trash!? http://t.co/NaadECTQAk,1
RT @SheMoansNookie: Can't even tell a bitch hey without thinking you tryna get at them. Lmao. Y'all sumn else. Get real,1
@ICBC_World214 lol nigga just walk in that hoe looking for girls don't even wanna buy nothing,1
"NO, you don?t have ?haters?. People just don?t like you. Get over yourself hoe.",1
Gucci fucked a lot more famous bitches but he the type to not have to speak on it.Wonder who opened their mouth?,1
These niggas pure pussy I see it in they faces,1
@peighxo @baestation bitch got arms like piccolo,1
"""don't let your side bitch settle in, I might have to headbutt you Evelyn""",1
"RT @CarmeelaCuuh: I be like wassup bitch?!
&#175;\( &#728;o&#728;)/&#175;
 ) )
 | \
 | |_
""huh? nothing""

 that's what I thought hoe.
(&#728;o&#728; )
 &lt;) &#8230;",1
I can't blow bubbles or whistle. I'm basically retarded.,1
"@samzbikowski Cody is ALWAYS calling people ""nigger"". He's a fucking spaz!",1
sprayed da vee wit peppermint oil hopefully dat fuckin spider leaves or dies.. I hope dat bitch dying slow right now,1
@sramirez07943 you don't know where I llive you stupid cunt &#128014;,1
@Eric_Mariners @chief_peters @LEXXX_RUGER @MANIAC3X @Rodriguez5_ this hoe wasn't loyal http://t.co/LG83fwLdwp,1
"RT @Nachumlist: Charlie Rangel: &#180;The Things We
Believe in Are Spiritual Damn Things&#180; http://t.co/NwgiJ1mjia",0
@D_Palomino52 @TheOneMiss_Luu you my niggah though Daniel! Lol,1
You know a bitch is crazy when she smiles and she's upset!,1
MY CHEST&#8230; RT @LILBTHEBASEDGOD: ima make a song called perez hilton and its gonabe about a gay party boy who&#8217;s a fat slut with no bitches.,1
&#128553;&#128553;&#128514;&#128557;&#128557; RT @Eb_Reloaded: @11wdNICK @KingHov1313 swear to God bitch I'm bouta delete my twitter account http://t.co/YPi52s4dtC,1
I'm not much of a texted get off my nuttz hoe,1
@AmPowerBlog your incessant whining (like a worthless little bitch) is the funniest thing that has happened all weekend. You are not a man.,1
"Lmao &#171;@MickDaddy_ &#171;@TylerIAm ""I mean damn bitch you was almost ready 20 minutes ago"" http://t.co/DtQGxJKJv7&#187;&#187;",1
"@orchetect Are we doing Mad Libs now? Cool. Uh... 
Twinkie 35' long, DJ Pon3 cameo, Magic&#8482;, Crystal Tree. #TNGSeason4Finale",0
"RT @tryna_be_famous: Like, when you're a hoe, how do u sleep at night?",1
WATCH-Military Monday Jihadi Bitches Slaying: BADASS - A-10 Silences Taliban During Intense Night Time Firefight http://t.co/osAgQo567K,1
Ketchup on tha beat hoe,1
"The price is wrong, bitch",1
#BlessJesusAir Matthew 6:26 Look at the birds of the air.. and yet your heavenly Father feeds them.Are you not much more valuable than they?,0
"Un pollito cruzaba la frontera, un zorro se tropieza con el pollo, el zorro le dice, im sorry el pollo le dice im... http://t.co/oXcOYauJi1",0
@MosoKnowso @ShaeGreyyy thats a goddamn terrible joke you gbe lookin bitch,1
Mother b is such a bitch&#128545;&#128548;,1
Dad called me a border hopper,0
RT @DeolaCola: They don't make R&amp;B like THIS anymore!!!!!!! Dudes used to make you feel good about busting it wide open not call you a hoe &#8230;,1
You tha hoe,1
Wintertime .. Bout to turn the grind back on .. Don't spent enough money wit u niccas,1
@MillerCoors Thanks for the follow guys! I'm enjoying a cold yellow belly right now.,0
High school is tough for everyone. Grow the fuck up and stop being a little bitch. That should be a tag line for my new speaking tour,1
Her pussy wet I call it Fiji water,1
RT @JimNorton: There is a GIFT SHOP at the 9-11 museum? And they charge admission. It's a mass grave you fucking cunts. What a disgrace.,1
He said that bitch look like a praying mantis tho ctfu,1
Both y'all pussy son beat it http://t.co/cbnjo5WJ,1
"""@Latrobemark: You love these hoes more then money wats wrong these niggas""",1
@Coley_Cee fuck u u dumb ass bitch hoe,1
@FuckBoiRik hahahaha youza fuck wigger,1
Let me delete that for the little bitch Reports me to Mr.Olsen &#128514;,1
Mann.. Jada Pickett was a badddddd bitch #Lawd,1
RT @DopeChubbyChick: You was so eager to be a hoe you didn't even read RT @JennnVeee: &#8220;@DJZeeti: twitpic a selfie wearing a leotard&#8221; http:/&#8230;,1
RT @SCAR_49: @16stanleys @odale_ese118 hahah that niggah got hella checked ! Do your thang Uce. #PowerCouple,1
&#128553;&#128557; RT @Freegeezy17: My Co worker talking about what's my twitter name Oh no hoe you could never screen shot me to the boss,1
Lol this girl makes fun of guys for having like light voices but I'm just like bitch your voice is like deeper than five men together wtf,1
RT @meldigio: Y'all look fucking retarded with y'alls pants down to your ankles.,1
&#8220;@LilReese300: No yu can't get no money yu silly hoe...&#8221;,1
&#8220;@HerTruMetier: &#8220;@what_evaittakes: Bout to get a breasts reduction these bitches be in the way&#128530;&#8221;&#128514;&#128514;&#128514;&#8221;so serious&#128553;&#128553;&#128553;,1
Dude why do i have to be such a bitch..? Like i'm confused.,1
Work is such a bitch right now,1
"The X's and O's, exes and hoes, I exit and ghost &#128123;",1
RT @JosephTheFlyGuy: This bitch got a real life hippo as a pet http://t.co/wU6jItcE0U,1
Wiz thought he could turn his hoe into a house wife #SHEDONTBELONGTOYOU #SHEBELONGSTOTHEWORLD,1
RT @_imjustvee: ever wanna text somebody and be like bitch die I hope you don't wake up you low down dirty muthafxcka&#128520;,1
RT @ZOEPASSION Niggaz buying p***y....Niggaz buying p***y. + Don't start this hoe shit...,1
"RT @DatDudeTorey: &#8220;@Aj_Swagggg: That ""boss ass bitch"" song got basics thinking they're models lmao #knowyourplace&#8221; &#128514;&#128514;&#128514;&#128514;&#128514;",1
@yoPapi_chulo @0beytheLAU @Huntermoore that bitch needs a tittielift,1
Dude live next to me be hitting some ugly ass hoes Got Damn,1
"RT @JayonnaZarate: She my Lowkey bitch, the one I ride Lowkey with.",1
&#8220;@RudePost: A new breed of white girl... https://t.co/0Zsu3zQiXD&#8221; she slammed that bitch &#128527;&#128514;,1
"S/O to my favorite nigger to work on the plantation @Pretty_WarZone just remember next time, ask for the watermelon. Dont steal it.",1
"Every time I fuck, I gotta hit me least like two bitches...",1
#NowPlaying : The Doors - The WASP (Texas Radio and the Big Beat) on #1069TheArrow - http://t.co/R5wuXA9jB6,0
Slide in your bitch Dms like &#128166; &#127940; https://t.co/W7QbM72Oyo,1
@fredabrahams @Brown_Moses I saw the actual tweet while scanning Jihadi accounts. They put a screen shot of it with: all aid workers r spies,0
RT @ComedyPics: If Kanye took Kim to McDonald&#8217;s then ya hoes don&#8217;t deserve $200 Dates http://t.co/2QK4I1fRTs,1
The corny facade is all apart Nick Cannon's plan. Nigga is actually a genius on levels of business and bitches.,1
1-800-slap-a-hoe,0
@DopeBoy_Pollo &#128514; wassup pussy,1
RT @Heissarcastic: Pop a molly? Why don't some of you hoes start popping birth control,1
@yurista4life @PaulMoon8 are you for real right now!! @justinmiculka01 this kid haha where you at pussy,1
"""Why would I want to play with some pussy?"" - @jimmyfallon *DEAD* #SNL",1
RT @Mike_Hall32: Schools a bitch,1
After the leg workout I was put through today walking up the stairs is a straight up bitch! #ouch,1
Procrastination is really a bitch.,1
RT @souljaboy: K Michelle pussy smell like shit,1
&#8220;@RileyyBryn: &#8220;@devon_sheaa: I just want panda express&#8221; panera**&#8221; big booty hoe*** &#128514;&#128514;&#128514;&#128514;,1
@lifeof_brandon bitch I called yu back,1
I'm only on here cause my bitch tripping &#128514;,1
RT @BudaHefner74: Roll up let's get high let's get high bitch,1
Yes I love sex I told yo bitch being the rubbers,1
"RT @ThatDamnHAM: #LRT exactly. Announcing that you could be a piece of pussy for a couple hours, then irrelevant after that? Nothing cute a&#8230;",1
RT @StonerBoii2cold: &#8220;@TreVaughnLG: Moma said no pussy cats inside my dog house&#8221; that's what got bro nem locked inside the dog pound !!,0
@steveeearley @TheChaseUSA @MarkLabbett That cracker as big as he looks on TV?,1
@Zhugstubble eat bitch,1
RT @ConceitedNoRezn: So ike just had to punch a nigga for harassing a young lady on Ga ave and Florida Ave in nw dc #youoksis,1
For all you hoes know I could be DJ Zetti,1
@EvanBecker513 @_TriggaPlease_ @MorbidMermaid @zooyorkinit @_ShayisdaBOMB_ @Rainbowblake because she's a nigger,1
Fuck my Ex bitch,1
Did he say wayne chung bitch ?,1
Moving has been a bitch this weekend,1
"Fuck wnba , fuck dykes on my set #GotNoSet",1
RT @Lyssaboo_23: You local ass bitch,1
"Alfredo, Linguini, Pasta.... Just fancily prepared trash",0
RT @ParisBurned: When they run out of dick inside the pussy. RT @VizyIsIgnant: How do straight dudes know if their dick is small??,1
Cant wait! RT @StrictlyKeyz All niggas wanna do at 45 is pop Viagra and pop young bitches,1
@Gutierrez_Alf legit retard,1
@danikawillow don't be a pussy. Also there is beer AND FREE PIZZA HERE. I SWEAR,1
Todays Spy Ops ( A country guy with big feet. I lv to lick his soles n hv soles on my cock ) http://t.co/baEeMot812,1
RT @CauseWereGuys: When the fakest bitch you know tweets about being real http://t.co/lHq8GUCiAw,1
RT @SochittaSal: Short bitches run sh!t.,1
@OLE_VertyBstard @thereal_EMandM @Holt3 lay in it brother I'm a honky,1
"@SemiMooch and I believe we all evolved or whatnot, but I find it hard to believe that we all came from apes",0
RT @ThinkLikeRandy: When you've got 5 or 6 hoes every one of them sees her man as god.That's why you don't have sex with them very often. -&#8230;,1
Even they know you my bitch,1
I ain't cutting my hair for u hoes at hc,1
RT @SeQuoia_Gabris: &#8220;@UeonoYungJumbo: @SeQuoia_Gabris yeah hoe!&#8221; But the babies are innocent lol so Gabriella still got her sister a birthd&#8230;,0
@ShareA40Ounce bad bitch with an open mouth,1
RT @Italian_Montana: &#8220;@arosati96: The bromance between pat and ant is real&#8221; fuck that faggot,1
@HeilSidious @DevilGrimz So can we just let this faggot in already before he cries himself to sleep,1
My grandma threw out all of my raps. Ones I made from 7th grade to now. I'm literally crying. Thats all my work in the trash. &#128530;&#128532;&#128547;&#128546;&#128557;&#128560;&#128545;&#128548;&#128544;&#128127;&#128122;&#128589;,0
RT @QueenReenie_: How bitch how? &#8220;@_Vontethekidd: How is this ok? http://t.co/tBm1dIL55n&#8221;,1
@triple6em96 @Hunglikerobby_ uh I think his mom loves him you fucking retard. I'm sure your gunna be so successful emilie. We all believe &#128521;,1
@SteveStockmanTX @toddstarnes oh I see. Part of a giant govt take over eh. Stockboy you are a joke of a representative. #dumb teabagger,1
Sold weed to a bitch who's gonna be a lawyer.. Bet she'll have a niggas back..,1
Use to trap them birds now I'm fly like a birdddd,0
If a bitch annoying she getting left.,1
RT @TAXSTONE: Y'all bitches got to learn the difference between like and love,1
RT @AndrogyneAdvent: @verbally_abrupt y'all got all the gay hoes,1
"My expectations are high when it comes to anything. My weed my pussy my food,my clothes n kicks, people. that shit needa be a1 to me",1
#agreed &#58399;&#58399; RT @oliviaMrose: There are a few badd ones but idk..mixxed bitches is really where its at tho,1
"that finger to the face pose bitches do now a days, like chick no i wanna see those lips",1
RT @_ChickenGeorge: DEAD!!&#128128;&#8220;@TAkeme2CHINA: &#128553; RT @PEagles14: When ur fuckin and her pussy stank but u have really good friends........... ht&#8230;,1
They slut for me they kill for me they steal for me and of course it'll be yo cash and I'll murder that bitch send the body back to yo ass,1
&#8220;@Xenoss_: ''single af'' we don't care you're ugly anyways&#8221; @ me pussy,1
Unloyal girls turn good guys into assholes. &amp;&amp; unloyal guys turn good women into big time bitches...,1
RT @fLEXing_: &#8220;@vivalaleexx: Sitting pretty makes bitches mad &#128129;&#128081;&#8221;pretty much,1
RT @TerryisBetter: if I fav your pic that means Dm me hoe,1
If you arent going to stick to one garbage can for recycling Im not going to give a single fuck about where Im putting my trash.,1
"hollywood, if you really want to break my heart make a movie about a handsome retarded man who is good at flash and has a mean girlfriend.",1
&#8220;@NotGrimey Dnt blame niggas when a female see ya hoe ass ways. Go listen to some JT Money fruitcake&#8221;,1
"@Texgalleslie 
You can bet Valerie Jarret has her hands all over this ""humanitarian Crisis"". I Didn't vote for that commie bitch.",1
&#8220;@Sexmatical: these the kids that call you nigger on xbox http://t.co/wGvCepONH8&#8221;,1
@BrendaGisselCA I'm not Mexican enough for the real beaners yet too Mexican for the Americanized beaners :(,1
RT @TevGonzalez: You win some and lose some long as you get it on you aint a bitch.,1
He bring the hoes out on twitter nigga got magical powers RT @thisisyoungdj: Who is @DJZeeti?,1
@lvnzo oh hell no they act proper and i live in richardson much finer then the hoes in ducanville,1
@VeshaaCouture lol bitch yo display name,1
"RT @IEatHeartsBitch: If you tell her the dick good she gone wanna try, tell her it's wack she gone wanna see for herself. A hoe gone be a h&#8230;",1
"and im retarded too, i keep answering the house phone when i know it aint for me :l",1
Dez is caked up with some bitch or something cause hes not playing like Dez Bryant,1
RT @LakersTV: VIDEO: @kobebryant on talking trash while facing @NickSwagyPYoung during today&#8217;s scrimmage &#8211; http://t.co/3njZFytc1R http://t.&#8230;,0
"4&#8419;2&#8419;0&#8419;

moke up",0
&#8220;@dewayneee_: That pussy so wet she gotta dry outside&#8221;stop telling my business,1
"RT @wilw: Even shorter Charlie Sheen: ""Your move, Mel Gibson.""",0
@Teampowerstroke hoes will be hoes nothing but something guys just dispose #TruthBeTold,1
RT @MikeyGotSteeze: Fvck friends &amp; fvck hoes,1
#Yankees Damn. Well Joe that move to the bullpen really helped.,0
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #CloseUp | cumshot on beauty pussy closeup http://t.co/UonsdrAuV0",1
"My doctors office is retarded, ""we noticed you put in a prescription order, so we canceled it. Give us a call if you need a refill, thanks!""",0
RT @harrryaf: being a good citizen picking up trash (: http://t.co/PMFR5eopwO,0
He may be the President but that doesn't necessarily mean he's in the sole position of power in regard to making such decisions.,0
These people at jury selection are retarded,1
RT @L1LDebbie: Amber rose is everything at the vmas. Killen every bitch.,1
"@Godsmack_Music @iTunesMusic @iTunes That band is white trash, and only white trash would buy that album.",1
Up and let the heat pop bitch,1
"The lady talking about I have to sit in this seat and I have 3 hours to piss like bruh ! I already tried twice, I can't fucking pee bitch!",1
Don't be no bitch &amp; not speak when I initiate a friendly hello.,1
"@terrorwatchusa .....I think its about #Whites trying to be the most #Blackish ......what we in Socal call ""wiggers"". #liberals #democrats",0
Dab r us nigguh,1
RT @EatThePeas: I hate myself for bein so nice to these hoes bro. ..,1
i hate ah dirty house!!! foul living bitches,1
Latina bitches only,1
@InEyeAleE Son. We the sammich family out this bitch. She KNOW Joey love sammiches.,1
"@ItsJusMeJoJo lol you've tweeted ""bitch"" an excessive amount (for you) today. you ok?",1
"Inspiring a huge crowd of tourists to sit and watch the ""wild meadow rats"" over here by the trash cans. Cameras are out. There is gasping.",0
Fronting bitches get that I just got off the island dick. Then I never hit them up again because I'm a fronting ass nigga,1
you niggers cheat on ya gf's? smh....,1
@_puderbaugh don't be a bitch. Get two.,1
"@morgantayler_ I apologize Morgan, but a bitch was blind for a whole 35 seconds!!!!",1
"RT @marksidaway: Last time #xfactor auditions came to Dublin, I auditioned @MaryByrneMusic and @NiallOfficial. And a man in a blue monkey s&#8230;",0
"@VAKILL shut up faggot, you and Ras need to make an album together, we'll Ras fell off, you didn't (cont) http://t.co/nrmc483M",1
Uh. How long do I have till #Apple comes out with the newest incarnation of the #iphone?!? I'm so ready. Two years and this bitch still goes,1
@Barbod6FCB. U lame then a bitch get the fuck with that gay shit,1
breh it's a polygamist town in arizona if u wanna have bitches on deck move there,1
I b so quick to dub a bitch it's sad &#128532;&#128554;,1
Im from the 210 you already know bout to bust a flow on this bitch hoe names miguel is chillin with my nigga tono,1
So much more going on but hypocrisy doesn't sit well with me. My redneck family from central Illinois more black then Bieber!,0
Miss ma niggah leo,1
lil stupid ass bitch,1
RT @TomBradysEgo: Sorry bitches it takes more than Luck to beat me.,1
This bitch bout to make me commit murder &#128299;&#128298;&#128074;,1
RT @UPTMillz: &#128514; RT @DimpledJoint: INTERESTING RT @curtyndacut: RT if ur child father aint shit...then look in the mirror at the dumb bitch &#8230;,1
"Conoc&#237; tus ojos negros 
Y ahora si que no puedo vivir sin ellos",0
"RT @LiveAndUncut: if you really wanna please your man, seeing him pleased Gon turn you on. but you know, bitches aint really what they clai&#8230;",1
Left a nice little message in his inbox so he deleted the comment where he called me a bitch &#128514; these&#8230; http://t.co/qRUvCVNepv,1
@wutkarina Alright fag,1
Shades of Eric Chavez's past gold glove! #Yankees #Oakland,0
@_C_Parris69_ your picture makes you look like a serious fag. #justsayin lol,1
@RFradsham fuck you bitch #shrimp #shorty #midget #dwarf #infant #jk,1
If she a hoe on social media she a hoe in real life too,1
RT @dajhane9: bitch I'm not concerned about you.,1
RT @GorgeousCamry_: &#8220;@1inkkofrosess: @GorgeousCamry_ stop explaining yo self sorry ass bitch DONT NOBODY CARE &#128522;&#8221;eww you sound spicy !,1
Reathie scared thenna bitch,1
"RT @p_w_sterne: @GraceBr92073005 ""There's more than one way to skin a monkey"" --Barack ""Bushmeat"" Obama @1Dittlinger @Txwench",0
"How u know u dont get real life pussy. Only carin bout her enterin your DMs 
RT @J0MAEL: She can enter my DMs anytime http://t.co/nZ74WBsDBH",1
Yes. And favorites this. RT @StraightCash08: @202SOLE please tell me you didn't buy that trash,0
RT @kingsleyyy: The SAME PEOPLE that be calling people hoes be the main ones sucking dick for a chalupa. Worry bout YOU.,1
' August Alsina Deserved that &#1043323;&#1043323;&#1043358; My niggah .,1
One of my nigs hollered at cici... Ima keep it low key tho on which one it was lol,1
"Women want a Best Man Holiday type of nigga meanwhile you have mad THOT pics on ya gram talking about ""this could be us"" bitch die",1
@JamesyNBA damn your bitch really hoe'n for the F!!,1
"Whoo? A new attraction in Virginia City, birds of prey. Meet this owl famous for his role in Harry Potter. http://t.co/1NFSh5sCcR",0
"RT @NateKlempa: @ROOTSPORTSPIT must not realize how much #WVU games mean to all of us ""hillbillies"". The @Pirates play 162 games a year. Sh&#8230;",0
